qid,query,n_words,n_verbs,n_nouns,verbs,nouns,split
9473,An asian man in a black polo is being interviewed by a woman interviewer in an orange dress and he becomes emotional.,22,2,5,interviewed|becomes,man|polo|woman|interviewer|dress,train
9478,Protestor protesting & burning rubbish and military forces deployed on the site,12,3,4,protesting|burning|deployed,Protestor|rubbish|forces|site,train
1039,Two women pose in red swimsuits.,6,1,2,pose,women|swimsuits,train
6497,We see people relaxing by the beach under blue umbrellas.,10,2,3,see|relaxing,people|beach|umbrellas,train
8205,Woman is lounging on a pool chair with a teal towel.,11,1,4,lounging,Woman|pool|chair|towel,train
9378,"A man with brown skin is giving a speech, pointing and gesturing with his hands with a crowd behind him.",20,3,5,giving|pointing|gesturing,man|skin|speech|hands|crowd,train
9455,Pakistani new channel showing news headlines,6,1,3,showing,channel|news|headlines,train
9488,A woman swings her head back and forth.,8,1,2,swings,woman|head,train
2824,Children are being woken up from a large bed with white covers.,12,1,3,woken,Children|bed|covers,train
3998,Two young sisters are opening up Christmas presents wrapped in pink.,11,2,4,opening|wrapped,sisters|Christmas|presents|pink,train
5121,A woman walking with her daughters towards their Christmas tree.,10,1,4,walking,woman|daughters|Christmas|tree,train
7008,Mom holds her baby while holding up kid's clothes.,9,2,4,holds|holding,Mom|baby|kid|clothes,train
7460,A woman with black nail polish is admiring the silver ring she has on her index finger.,17,2,7,admiring|has,woman|nail|polish|silver|ring|index|finger,train
9700,A night market selling different kinds of exotic meat is filled with customers.,13,2,5,selling|filled,night|market|kinds|meat|customers,train
9880,A man and woman sitting at a table togetjer,9,1,4,sitting,man|woman|table|togetjer,train
10154,old couple are being interviewed on the train,8,1,2,interviewed,couple|train,train
2076,A lady trying a mixed juice of apple and orange from a juice machine on her travel,17,1,7,trying,lady|juice|apple|orange|juice|machine|travel,train
6401,A blonde woman has put her mask on and is walking in the streets.,14,2,3,put|walking,woman|mask|streets,train
9615,A frizzy haired woman in a white shirt is being interviewed by a woman with a long blonde braid.,19,1,4,interviewed,woman|shirt|woman|braid,train
10090,A woman gives a podcast at her computer she is talking in her office.,14,2,4,gives|talking,woman|podcast|computer|office,train
10147,Gymnasts practice their routines at a training facility.,8,1,4,practice,Gymnasts|routines|training|facility,train
16,Man is leaning with a boat.,6,1,2,leaning,Man|boat,train
352,The mast of a sailboat is in view as the boat sails along the waters.,15,0,6,,mast|sailboat|view|boat|sails|waters,train
4995,Woman reads from a phone on her boat.,8,1,3,reads,Woman|phone|boat,train
7465,Woman with baseball cap sits next to the wheel while it moves around.,13,2,4,sits|moves,Woman|baseball|cap|wheel,train
8429,The woman with the hat explains what she is about to cook.,12,2,2,explains|cook,woman|hat,train
4460,Asian man wearing a bandana and sunglasses walking on the street,11,2,4,wearing|walking,man|bandana|sunglasses|street,train
5898,A rising sun is shown in the sky.,8,2,2,rising|shown,sun|sky,train
6787,A guy is talking to the camera as he walks down the stairs.,13,2,3,talking|walks,guy|camera|stairs,train
1810,a group of travelers are crossing a river and arrives at an india village,14,2,5,crossing|arrives,group|travelers|river|india|village,train
2153,A lady trying a local breakfast in Pakistan,8,1,3,trying,lady|breakfast|Pakistan,train
4375,Two men crouch on the floor while talking.,8,1,2,talking,men|floor,train
405,Girl sailing her used stuff,5,2,2,sailing|used,Girl|stuff,train
6133,Woman is holding a iced drink.,6,1,2,holding,Woman|drink,train
6238,A dark haired woman goes shopping for under garments.,9,2,2,goes|shopping,woman|garments,train
7079,A tan woman is showing an elegant blue dress she is wearing in a bedroom.,15,2,4,showing|wearing,tan|woman|dress|bedroom,train
7229,A woman is posing in a tight white and pink floral dress in the bedroom.,15,1,3,posing,woman|dress|bedroom,train
9984,Blonde woman speaks to the left of the screen while the right is a computer screen.,16,1,6,speaks,woman|left|screen|right|computer|screen,train
10129,A man is speaking to a political conference which is decorated in green.,13,2,3,speaking|decorated,man|conference|green,train
1469,Blonde woman drives with a mask around her chin.,9,1,3,drives,woman|mask|chin,train
1630,Woman drives her car through the city at night.,9,1,4,drives,Woman|car|city|night,train
6210,Groups of friends are having fun at school,8,1,4,having,Groups|friends|fun|school,train
899,A woman handles her pet hamster and shows off its cage.,11,2,3,handles|shows,woman|hamster|cage,train
3332,A woman explains the contents of the food bowls of her rodent pets.,13,1,6,explains,woman|contents|food|bowls|rodent|pets,train
5968,A girl is showing how to deliver the mouses from store to the customer home.,15,2,5,showing|deliver,girl|mouses|store|customer|home,train
119,Woman is wearing white while talking to the camera outside at night.,12,2,3,wearing|talking,Woman|camera|night,train
1333,Group of Tourist enjoy girls cycling,6,1,4,enjoy,Group|Tourist|girls|cycling,train
4085,Blonde woman lays in her white bed.,7,1,2,lays,woman|bed,train
6958,Blonde woman is wearing a blue scarf with her hair up.,11,1,3,wearing,woman|scarf|hair,train
7405,A group dances and sings to the crowd.,8,0,4,,group|dances|sings|crowd,train
1439,Girl making a list before  shopping,6,1,3,making,Girl|list|shopping,train
2547,A girl sitting in a dim room with a pen and a notebook in hand reviewing the notes.,18,2,6,sitting|reviewing,girl|room|pen|notebook|hand|notes,train
2665,Woman carries a tripod to show off her outfit in the mirror.,12,2,4,carries|show,Woman|tripod|outfit|mirror,train
8471,Two girls video chat with each other on their smart phones.,11,0,4,,girls|video|chat|phones,train
8717,A girl reads her to-do list,6,1,2,reads,girl|list,train
9245,A TV news broadcast shows a live helicopter view of flooding in New South Wales,15,1,9,shows,TV|news|broadcast|helicopter|view|flooding|New|South|Wales,train
9309,"A river is flooding covering parts of forests, roads and homes.",11,2,5,flooding|covering,river|parts|forests|roads|homes,train
2282,Every part of a restaurant is shown.,7,1,2,shown,part|restaurant,train
2292,Tourist girl explaining plan for tour,6,1,4,explaining,Tourist|girl|plan|tour,train
1348,Many viewers send a man and his large family a happy father's day,13,1,5,send,viewers|man|family|father|day,train
3974,"A man and a group of children gather around to sing ""Happy Father's day"" to a man walking outside of his house.",22,3,8,gather|sing|walking,man|group|children|Happy|Father|day|man|house,train
5280,A man surrounded by other people moving around his arms while talking sourrounded,13,4,3,surrounded|moving|talking|sourrounded,man|people|arms,train
7039,Girl in blue top is sitting on a wooden rail.,10,1,3,sitting,Girl|top|rail,train
7463,Old man picks up yellow plates from the table and sets it back down.,14,2,3,picks|sets,man|plates|table,train
1899,A lady speaks about skills share website and how useful it will be for travel bloggers,16,2,5,speaks|share,lady|skills|website|travel|bloggers,train
5974,A woman in white holds different camera equipment while in a house.,12,1,5,holds,woman|white|camera|equipment|house,train
7954,Blonde woman sits in between a lamp and a leather chair.,11,1,4,sits,woman|lamp|leather|chair,train
9306,CCTV footage of heavy snow out side home,8,0,5,,CCTV|footage|snow|side|home,train
1501,Woman in a hijab holds up a tripod.,8,1,3,holds,Woman|hijab|tripod,train
3671,Woman wearing hijab does her makeup routine.,7,1,3,wearing,Woman|makeup|routine,train
6218,The woman wearing a tan headscarf shows off her water bottle.,11,2,5,wearing|shows,woman|tan|headscarf|water|bottle,train
7288,Muslim woman holds up a songogram.,6,1,2,holds,woman|songogram,train
8564,A woman is revealing what she bought at target and pulling the items out of bags on the counter.,19,3,5,revealing|bought|pulling,woman|target|items|bags|counter,train
28,Women give her review on fasting,6,2,2,give|fasting,Women|review,train
161,Girl sharing some beautiful scenes,5,1,2,sharing,Girl|scenes,train
6244,The vlogger opens her journal.,5,1,2,opens,vlogger|journal,train
8438,A lady wit brown cardigan is eating some dates and yoghurt to break her fast.,15,2,6,eating|break,lady|wit|brown|cardigan|dates|yoghurt,train
8938,Images of the ocean surround the blonde woman.,8,1,3,surround,Images|ocean|woman,train
2630,A enthusiastic filmmaker shows how to shoot exciting footage of snow falling in a forest,15,3,4,shows|shoot|falling,filmmaker|footage|snow|forest,train
4148,A video blogger selfie video in a snow,8,0,5,,video|blogger|selfie|video|snow,train
4948,A man is outside standing in the snow beside a pumpkin on a table.,14,1,4,standing,man|snow|pumpkin|table,train
643,a woman showing her outfit to the camera and then her friend does the same,15,2,4,showing|does,woman|outfit|camera|friend,train
2109,A lady eating Pizza margarita in a restaurant on her tour,11,1,5,eating,lady|Pizza|margarita|restaurant|tour,train
5674,Two women have a conversation with one putting on makeup.,10,2,3,have|putting,women|conversation|makeup,train
9155,The paintings and photos in the Picasso museum.,8,0,4,,paintings|photos|Picasso|museum,train
200,Woman in gray top paints a painting.,7,1,2,paints,Woman|painting,train
1521,Woman makes tea and ramen.,5,1,3,makes,Woman|tea|ramen,train
2512,A girl unpacking a pack and displaying the stickers,9,2,3,unpacking|displaying,girl|pack|stickers,train
7407,Video editing software showing how to make the video.,9,2,4,showing|make,Video|editing|software|video,train
8399,The young girl eats on camera while explaining the accessories she got with her new iphone,16,3,4,eats|explaining|got,girl|camera|accessories|iphone,train
2330,Woman gets in car then rides around wearing sunglasses.,9,3,3,gets|rides|wearing,Woman|car|sunglasses,train
4205,Woman records herself with her mask around her chin.,9,1,3,records,Woman|mask|chin,train
7936,A woman is showing her travel vloog to a beautiful cave,11,1,4,showing,woman|travel|vloog|cave,train
1496,Woman wears a white mask when pushing a shopping cart.,10,2,4,wears|pushing,Woman|mask|shopping|cart,train
2609,Woman wearing hijab eats a bowl of Asian food.,9,2,3,wearing|eats,Woman|bowl|food,train
4811,A woman films herself eating breakfast whilst working on her laptop.,11,3,3,films|eating|working,woman|breakfast|laptop,train
1351,Young mom have interesting conversation with children's,7,1,3,have,mom|conversation|children,train
2465,There are a variety of baked goods on a table.,10,1,3,are,variety|goods|table,train
4167,A woman is making eggplant parmesan for dinner,8,1,3,making,woman|parmesan|dinner,train
4182,The woman in the coat is talking to camera while leaning on the hood of a car.,17,2,5,talking|leaning,woman|coat|camera|hood|car,train
3451,A woman is relaxing in a green pool by some palm trees.,12,1,4,relaxing,woman|pool|palm|trees,train
4180,A black woman with braids stands next to a wooden railing.,11,1,3,stands,woman|braids|railing,train
5649,"A woman vlogs while on Mbugia beach, Tanzania.",8,1,4,vlogs,woman|Mbugia|beach|Tanzania,train
2655,Man in blue jacket talks in front of a tree.,10,0,5,,Man|jacket|talks|front|tree,train
2745,Indian professional  Youtuber giving some tips in hindi,8,1,3,giving,Youtuber|tips|hindi,train
1188,Woman in pink pants dances alone in a studio.,9,0,4,,Woman|pants|dances|studio,train
2081,A girl wearing a face shield and talking throughout her journey to airport,13,2,5,wearing|talking,girl|face|shield|journey|airport,train
6507,Dancers are practicing on a stage lit up with purple lighting.,11,2,3,practicing|lit,Dancers|stage|lighting,train
1455,A guy on a white t-shirt showing things from a box full of gifts,14,1,6,showing,guy|t|shirt|things|box|gifts,train
5251,A man in a white sweater walks outside alongside a brick wall.,12,1,4,walks,man|sweater|brick|wall,train
1355,Two girls stage a photo and check the results of the photo.,12,2,4,stage|check,girls|photo|results|photo,train
1700,Two girls working out in a house,7,1,2,working,girls|house,train
4863,Woman talks to camera in green knit sweater.,8,2,3,talks|knit,Woman|camera|sweater,train
8053,Wonderful creatures of the animal kingdom are viewed by a group of fellows.,13,1,5,viewed,creatures|animal|kingdom|group|fellows,train
316,Girl filming wearing a facial mask,6,1,3,wearing,Girl|filming|mask,train
387,A woman makes her drink in the kitchen and drinks it.,11,2,3,makes|drinks,woman|drink|kitchen,train
4834,A woman wearing a towel on her head is applying make up while holding a heart shaped mirror.,18,5,5,wearing|applying|make|holding|shaped,woman|towel|head|heart|mirror,train
6938,Woman eats her breakfast at the table.,7,1,3,eats,Woman|breakfast|table,train
7529,Woman goes through their beauty routine in the bathroom.,9,1,4,goes,Woman|beauty|routine|bathroom,train
760,Woman in pink tracksuit holds up her camera.,8,1,3,holds,Woman|tracksuit|camera,train
1058,Two black women sit and talk in a bedroom.,9,2,2,sit|talk,women|bedroom,train
2009,Three women are introducing two boxes of snack in a room.,11,1,4,introducing,women|boxes|snack|room,train
3120,A group of women are trying on different leis.,9,1,3,trying,group|women|leis,train
5734,Woman is walking around with a gray backpack.,8,1,2,walking,Woman|backpack,train
5819,A group of people are eating at a rooftop restaurant in Hawaii.,12,1,5,eating,group|people|rooftop|restaurant|Hawaii,train
498,A woman in a brown shirt is bending over and cleaning with a broom and dustpan.,16,2,4,bending|cleaning,woman|shirt|broom|dustpan,train
3787,A family is making the bed after waking up.,9,2,2,making|waking,family|bed,train
4828,Chef prepares ingredients on the counter.,6,1,3,prepares,Chef|ingredients|counter,train
7399,Two men in masks are looking down at the camera and talking.,12,1,4,looking,men|masks|camera|talking,train
8694,A man brushes a glue-like substance on the forearm of a woman.,12,1,5,brushes,man|glue|substance|forearm|woman,train
2059,"while standing in a skate park half pipe, kids hug and say goodbye.",13,2,6,standing|say,park|half|pipe|kids|hug|goodbye,train
5402,A young girl is sitting on a leather chair and showing her drawing.,13,2,4,sitting|showing,girl|leather|chair|drawing,train
6694,"A boy recovers in hospital after getting his tonsils taken out, his family surrounds him.",15,4,4,recovers|getting|taken|surrounds,boy|hospital|tonsils|family,train
6732,The man films a night market with many stalls of food and drinks.,13,1,6,films,man|night|market|stalls|food|drinks,train
1889,The sisters look out from their balcony at the rest of the resort.,13,1,4,look,sisters|balcony|rest|resort,train
6681,A woman is showing the view from high up in a hotel room of the beach resort.,17,1,6,showing,woman|view|hotel|room|beach|resort,train
8128,Woman are working out at the gym.,7,1,2,working,Woman|gym,train
9055,two women flirt with the camera in bikini tops,9,1,4,flirt,women|camera|bikini|tops,train
3142,A person riding an escalator with their companion behind them.,10,1,3,riding,person|escalator|companion,train
4385,A restaurant dish with rice and a boiled egg.,9,1,4,boiled,restaurant|dish|rice|egg,train
5530,Man stands in the middle of a astronaut cut out.,10,2,3,stands|cut,Man|middle|astronaut,train
2974,A young man showing his arm after being stung at the beach,12,2,3,showing|stung,man|arm|beach,train
6034,A young man and his companions in an Aegean paradise find their path to dinner is blocked by donkeys,19,2,6,find|blocked,man|companions|paradise|path|dinner|donkeys,train
2071,A man running a 100 metre sprint in a airport for fun,12,1,5,running,man|metre|sprint|airport|fun,train
7890,Man shows a photo on his phone.,7,1,3,shows,Man|photo|phone,train
8021,Two guys are running and jumping around.,7,2,1,running|jumping,guys,train
1053,A man talks to the camera about his trip whilst standing in front of a large estate with a water fountain.,21,2,7,talks|standing,man|camera|trip|front|estate|water|fountain,train
3103,A man talks about Gare L'Est station in Paris as he passes through it,14,2,5,talks|passes,man|Gare|L'Est|station|Paris,train
6365,A man wearing glasses is talking in the area outside of the station.,13,2,4,wearing|talking,man|glasses|area|station,train
9192,"200mm rain expected in Newcastle, Australia",6,1,4,expected,mm|rain|Newcastle|Australia,train
2297,Woman points out different areas of nearby lake.,8,1,3,points,Woman|areas|lake,train
6326,A woman is having a good time around flowers.,9,1,3,having,woman|time|flowers,train
5595,Woman unleashes the dog to play catch with them.,9,2,3,unleashes|play,Woman|dog|catch,train
5608,A man in a red shirt is sitting at a picnic table.,12,1,4,sitting,man|shirt|picnic|table,train
8004,Woman in jean jacket paces around near a parking lot.,10,0,6,,Woman|jean|jacket|paces|parking|lot,train
4478,Man in blue shirt vlogs while walking around a white car.,11,1,4,walking,Man|shirt|vlogs|car,train
7617,A man is talking about the Compala city attractions,9,1,4,talking,man|Compala|city|attractions,train
7733,Man in teal top gives a tour of his hotel room.,11,1,5,gives,Man|top|tour|hotel|room,train
9143,two men sit at a cafe and discuss.,8,1,3,sit,men|cafe|discuss,train
1286,The lunch food ordered in a restaurant being pointed at in detail.,12,2,4,ordered|pointed,lunch|food|restaurant|detail,train
1552,Girl sharing shopping experience on camera,6,0,5,,Girl|sharing|shopping|experience|camera,train
6067,A woman is showing the outside of her black Land Rover SUV.,12,1,5,showing,woman|outside|Land|Rover|SUV,train
7250,A woman is petting a tiny black dog laying on a white bed.,13,2,3,petting|laying,woman|dog|bed,train
8798,A lady is showing the food she and her boyfriend ordered.,11,2,3,showing|ordered,lady|food|boyfriend,train
4421,Different waterfalls from all sorts of directions.,7,0,3,,waterfalls|sorts|directions,train
5825,Scenese of green hills are shown.,6,1,2,shown,Scenese|hills,train
5855,A monkey is chilling in a palm tree.,8,1,3,chilling,monkey|palm|tree,train
2467,People wearing lab coats examining different marijuana products in a bright white facility.,13,2,6,wearing|examining,People|lab|coats|marijuana|products|facility,train
3375,A group of men are walking around a weed plantation while smelling it.,13,2,4,walking|smelling,group|men|weed|plantation,train
3837,Some scenes from a movie,5,0,2,,scenes|movie,train
5181,Rapper is preforming on stage.,5,1,2,preforming,Rapper|stage,train
5619,Man looks around a sepia toned greenhouse.,7,2,3,looks|toned,Man|sepia|greenhouse,train
6880,A man in novelty shirt and with glasses is DJing in the club.,13,0,6,,man|novelty|shirt|glasses|DJing|club,train
8497,A man talks to the camera whilst drinking from a bottle.,11,2,3,talks|drinking,man|camera|bottle,train
10019,Man in black jacket talks about a sex scandal.,9,0,5,,Man|jacket|talks|sex|scandal,train
2352,A video of a guy diving into water from a hill top,12,0,6,,video|guy|diving|water|hill|top,train
5809,Man are scuba diving underwater.,5,0,4,,Man|scuba|diving|underwater,train
2431,Punjabi boy from India filming great Humayun's tomb  a world heritage in India,13,1,8,filming,Punjabi|boy|India|Humayun|tomb|world|heritage|India,train
4044,A man is pointing out an ancient looking tower monument.,10,2,3,pointing|looking,man|tower|monument,train
5270,Man walks around inside with a mask around his chin.,10,1,3,walks,Man|mask|chin,train
3175,"A tour of traditional houses and places in Kerala, India",10,0,5,,tour|houses|places|Kerala|India,train
5580,The view outside from the balcony.,6,0,2,,view|balcony,train
5618,Woman in pink top stands at a building corner.,9,1,4,stands,Woman|top|building|corner,train
4613,The couple shows off the Indian food they got from a restaurant on the side of the road and eat it.,21,3,5,shows|got|eat,couple|food|restaurant|side|road,train
4668,Tourists are making their way up a long staircase which leads to a temple.,14,2,4,making|leads,Tourists|way|staircase|temple,train
4742,Tourists are visiting ancient buddhist monuments and statues.,8,1,3,visiting,Tourists|monuments|statues,train
681,A woman walking around a perfume store and buying a perfume,11,2,4,walking|buying,woman|perfume|store|perfume,train
4396,Black woman has a doctor's visit.,6,1,3,has,woman|doctor|visit,train
5526,A woman boards an airplane and flies from Ghana to Amsterdam.,11,1,5,boards,woman|airplane|flies|Ghana|Amsterdam,train
217,A woman is holding her baby and letting them play with her make up.,14,4,2,holding|letting|play|make,woman|baby,train
1710,Blonde woman does her non-makeup skincare routine.,7,1,3,does,woman|skincare|routine,train
6141,Woman brushes herself with makeup.,5,1,2,brushes,Woman|makeup,train
8615,A blonde lady is showing how to apply eye shadows with make up palettes,14,3,4,showing|apply|make,lady|eye|shadows|palettes,train
8837,the streamer is using eyebrow brush on her eyebrows,9,1,4,using,streamer|eyebrow|brush|eyebrows,train
2764,A woman showing off her bikini in the mirror and wearing it while sitting in bed.,16,3,4,showing|wearing|sitting,woman|bikini|mirror|bed,train
3657,Vlogger gives a tour of their hotel room.,8,1,4,gives,Vlogger|tour|hotel|room,train
5334,A black woman in a tie dye skirt is enjoy a luxurious boat ride along the coast.,17,2,6,enjoy|ride,woman|tie|dye|skirt|boat|coast,train
7186,People are riding pink and blue floating donuts down a water slide.,12,2,4,riding|floating,People|donuts|water|slide,train
8365,A woman in a red bikini is going down a yellow and blue water slide.,15,1,4,going,woman|bikini|water|slide,train
9948,Workers going from an office to handing out vote shirts in bright colors.,13,2,5,going|handing,Workers|office|vote|shirts|colors,train
10224,Woman with white hair speaks in front of a un background.,11,1,5,speaks,Woman|hair|front|un|background,train
10253,Bearded man conducts a interview with a woman in blue shirt on her porch.,14,1,5,conducts,man|interview|woman|shirt|porch,train
4960,A woman shows off her phone photo case and talks to the camera.,13,1,6,shows,woman|phone|photo|case|talks|camera,train
5142,A girl makes iced-coffee at home and drinks it through a straw.,12,2,4,makes|drinks,girl|coffee|home|straw,train
5360,A couple sits at a coffee table with their sandwiches.,10,1,4,sits,couple|coffee|table|sandwiches,train
9232,A TV newscast presents the human impacts of a record snow emergency,12,1,6,presents,TV|newscast|impacts|record|snow|emergency,train
314,Woman and man are talking from different couches.,8,1,3,talking,Woman|man|couches,train
1565,A couple talks from their kitchen,6,0,3,,couple|talks|kitchen,train
4137,A man is laughing while demonstrating a spray bottle product that he has.,13,3,4,laughing|demonstrating|has,man|spray|bottle|product,train
2801,A girl is greeted by dogs as they enter a room from the stairs.,14,2,4,greeted|enter,girl|dogs|room|stairs,train
2908,A couple shows their meal with meat and potatoes and dines together at a table.,15,1,6,shows,couple|meal|meat|potatoes|dines|table,train
4052,A girl in short shorts and sneakers is working out inside of a living room.,15,1,5,working,girl|shorts|sneakers|living|room,train
7266,Teen girl eats a plate of noodles.,7,1,3,eats,girl|plate|noodles,train
2999,A lady talking with a mobile on her hand,9,1,3,talking,lady|mobile|hand,train
2375,The chefs make dinner in a restaurant.,7,1,3,make,chefs|dinner|restaurant,train
3033,Counters are filled with a large numbers of deserts.,9,1,3,filled,Counters|numbers|deserts,train
3055,Black woman wears in floral dress in the fish market.,10,1,4,wears,woman|dress|fish|market,train
9105,People are running on the beach.,6,1,2,running,People|beach,train
2360,Asian American tourist girl filming sky scraper,7,1,4,filming,tourist|girl|sky|scraper,train
5461,Vlogger looks for food in the freezer section.,8,1,4,looks,Vlogger|food|freezer|section,train
8024,Asian woman opens a bag then shows the donut.,9,2,3,opens|shows,woman|bag|donut,train
2746,Actor showing some scenes from set,6,1,3,showing,Actor|scenes|set,train
3677,Blonde man looks stressed driving a car.,7,2,2,stressed|driving,man|car,train
5203,Blonde woman shows off her leather jacket.,7,1,3,shows,woman|leather|jacket,train
8296,A man pulls up his black turtle necks and removes a taped microphone from his chest.,16,3,5,pulls|removes|taped,man|turtle|necks|microphone|chest,train
9698,Elizabeth Warren walks down the hallway and talks.,8,1,4,walks,Elizabeth|Warren|hallway|talks,train
9725,An elderly woman with short white hair is being interviewed by a man amongst a crowd.,16,1,4,interviewed,woman|hair|man|crowd,train
10206,A woman is giving a speech on stage beside a blue crystalline display,13,1,5,giving,woman|speech|stage|crystalline|display,train
1988,A tourist buys a drink from a street vendor in Moscow and then sees the public toilets,17,2,6,buys|sees,tourist|drink|street|vendor|Moscow|toilets,train
3156,A traveler talking in a street while walking,8,2,2,talking|walking,traveler|street,train
5777,Man in blue top shows off the front of a ancient building.,12,1,4,shows,Man|top|front|building,train
2281,A young woman walks to a cathedral and explores the inside.,11,2,3,walks|explores,woman|cathedral|inside,train
2293,A girl at a shopping centre and saying how tired she is,12,1,3,saying,girl|shopping|centre,train
6582,A woman vlogs while her and her younger sister visit a beach and pier on holiday.,16,1,6,visit,woman|vlogs|sister|beach|pier|holiday,train
3027,African American girls filming there checkout at airport,8,1,3,filming,girls|checkout|airport,train
6784,A young woman tries a bottle of Pure Leaf organic green tea with apple and ginger... and really likes it,20,2,7,tries|likes,woman|bottle|Pure|Leaf|tea|apple|ginger,train
4192,An egg and oat dish is being fried on the pan.,11,1,4,fried,egg|oat|dish|pan,train
4228,The women talk with a cookie on wood between them.,10,1,3,talk,women|cookie|wood,train
8149,Two masked women walk down the street together.,8,2,2,masked|walk,women|street,train
647,Woman makes her bed alone.,5,1,2,makes,Woman|bed,train
3574,Woman adjusts her suitcase to fit properly.,7,2,2,adjusts|fit,Woman|suitcase,train
5849,A young dark haired woman sits on the floor of a bedroom and talks.,14,1,4,sits,woman|floor|bedroom|talks,train
1485,A girl uses a straightening iron and her fingers to smooth her long hair.,14,3,4,uses|straightening|smooth,girl|iron|fingers|hair,train
1593,A young woman with long straight hair applies makeup while talking.,11,2,3,applies|talking,woman|hair|makeup,train
6042,A  girl in black t-shirt is showing how she prepares and uses the flat iron in her hair,18,3,5,showing|prepares|uses,girl|t|shirt|iron|hair,train
7155,A teen girl is showing her green shirt and jeans outfit in the mirror.,14,1,6,showing,teen|girl|shirt|jeans|outfit|mirror,train
7214,Teen girl with long hair drives a car.,8,1,3,drives,girl|hair|car,train
1096,Girl puts a tube around herself then takes it off.,10,2,2,puts|takes,Girl|tube,train
4605,A little Asian girl taking out a towel from a bag and putting it on top of a chair,19,2,5,taking|putting,girl|towel|bag|top|chair,train
845,Woman sits Indian style in a dojo.,7,1,3,sits,Woman|style|dojo,train
1807,Woman wears white mask while walking about.,7,2,2,wears|walking,Woman|mask,train
3082,A woman and monk sit across from each other inside of a temple and partake in meditation.,17,2,4,sit|partake,woman|monk|temple|meditation,train
1000,A woman filming a rooftop bar and its view.,9,1,4,filming,woman|rooftop|bar|view,train
2144,American girl giving reviewing about traditional south Indian dishes,9,2,2,giving|reviewing,girl|dishes,train
4458,A video capture of ancient buildings in Bangalore,8,0,4,,video|capture|buildings|Bangalore,train
735,Women are in rooms filled with colored lights.,8,1,3,filled,Women|rooms|lights,train
4500,Vlogger goes on a tour of historical buildings.,8,1,3,goes,Vlogger|tour|buildings,train
5511,Vlogger looks at fancy deserts.,5,1,2,looks,Vlogger|deserts,train
802,Vlogger points to different areas of a room with large curtains.,11,0,5,,Vlogger|points|areas|room|curtains,train
1103,Woman points to different areas of a shoe rack.,9,1,4,points,Woman|areas|shoe|rack,train
7640,A bucket and device stored outside are shown.,8,2,2,stored|shown,bucket|device,train
173,The ornate ceilings and decorations in a old building.,9,0,3,,ceilings|decorations|building,train
2833,A couple is in bed then the man sits at the corner of the bed.,15,1,5,sits,couple|bed|man|corner|bed,train
4910,A man on a black T-shirt and a lady with a blond hair talks about their experience on uppermost part of a castle.,23,0,9,,man|T|shirt|lady|hair|talks|experience|part|castle,train
8816,A lady with black top is holding a black and brown eagle on her hand,15,1,4,holding,lady|top|eagle|hand,train
1382,The car is being driven to the airport.,8,1,2,driven,car|airport,train
1647,Woman is talking to the camera when her husband is writing behind her.,13,2,3,talking|writing,Woman|camera|husband,train
2209,Driver is heading to the airport at night.,8,1,3,heading,Driver|airport|night,train
2652,A man in a blue tshirt standing outside and holding a baby in his arms.,15,2,4,standing|holding,man|tshirt|baby|arms,train
3115,Man writes in the background while his wife speaks.,9,2,3,writes|speaks,Man|background|wife,train
4220,Man in blue shirt holds his daughter in his arms.,10,1,4,holds,Man|shirt|daughter|arms,train
7517,A family is moving along using an automated walkway at the airport.,12,3,3,moving|using|automated,family|walkway|airport,train
8516,a child walls around a mall,6,0,3,,child|walls|mall,train
170,Girls having fun during the flight,6,1,3,having,Girls|fun|flight,train
1628,Woman wearing a argyle vest stands in front of a white wall.,12,2,5,wearing|stands,Woman|argyle|vest|front|wall,train
5110,Woman holds up a camera to show off her outfit.,10,2,3,holds|show,Woman|camera|outfit,train
7396,A woman goes to in and out and holds up the burger she ordered.,14,3,2,goes|holds|ordered,woman|burger,train
2369,A woman in sunglasses sees the major sights in Singapore,10,1,4,sees,woman|sunglasses|sights|Singapore,train
4347,Tongs move the spaghetti around the plate.,7,1,3,move,Tongs|spaghetti|plate,train
6660,A woman stops to look at Chinese astrology texts on the wall.,12,2,4,stops|look,woman|astrology|texts|wall,train
9669,A letter graphic shows photos of a woman and her words.,11,1,4,shows,letter|photos|woman|words,train
9731,The photo of a girl is shown alongside a mural of her on a wall.,15,1,4,shown,photo|girl|mural|wall,train
10264,A house is on fire.,5,0,2,,house|fire,train
6437,A woman speaks to the camera with a background of multicolored bricks.,12,2,4,speaks|multicolored,woman|camera|background|bricks,train
6777,A woman is showing the various stores located in a shopping center.,12,2,4,showing|located,woman|stores|shopping|center,train
8253,Woman sits in front of a multicolored brick wall.,9,2,4,sits|multicolored,Woman|front|brick|wall,train
1817,Different human body parts are on display in a museum.,10,0,4,,body|parts|display|museum,train
6817,A video showing a group of men visiting an agriculture University,11,2,5,showing|visiting,video|group|men|agriculture|University,train
7667,Person enters a black car then it drives away.,9,2,2,enters|drives,Person|car,train
9095,a man cools his hand in water over the side of the boat,13,1,5,cools,man|hand|water|side|boat,train
1248,Indian girl cutting vegetable in design,6,1,3,cutting,girl|vegetable|design,train
3873,A lady a woman is seated in different coaches and holding cups.,12,2,4,seated|holding,lady|woman|coaches|cups,train
