qid,vid,duration,gt_start,gt_end,gt_length,gt_center,norm_gt_center,pred_start,pred_end,pred_length,pred_center,norm_pred_center,iou,length_bucket,position_bucket
4349,4bCnOd17KNM_360.0_510.0,150,18,48,30,33.0,0.22,20.0,44.0,24.0,32.0,0.21333333333333335,0.8,long,early
6472,4bCnOd17KNM_60.0_210.0,150,12,54,42,33.0,0.22,16.0,52.0,36.0,34.0,0.22666666666666666,0.8571428571428571,long,early
6879,4bCnOd17KNM_210.0_360.0,150,80,104,24,92.0,0.6133333333333333,82.0,104.0,22.0,93.0,0.62,0.9166666666666666,medium,middle
1596,ruYn5dOkIyI_360.0_510.0,150,40,64,24,52.0,0.3466666666666667,58.0,116.0,58.0,87.0,0.58,0.8275862068965517,medium,middle
2763,ruYn5dOkIyI_60.0_210.0,150,60,106,46,83.0,0.5533333333333333,96.0,148.0,52.0,122.0,0.8133333333333334,0.11363636363636363,long,middle
3924,ruYn5dOkIyI_210.0_360.0,150,112,134,22,123.0,0.82,98.0,138.0,40.0,118.0,0.7866666666666666,0.55,medium,late
7424,ruYn5dOkIyI_660.0_810.0,150,0,150,150,75.0,0.5,2.0,150.0,148.0,76.0,0.5066666666666667,0.9866666666666667,long,middle
8799,ruYn5dOkIyI_510.0_660.0,150,98,150,52,124.0,0.8266666666666667,100.0,150.0,50.0,125.0,0.8333333333333334,0.9615384615384616,long,late
2873,XjkiAOp0BMY_210.0_360.0,150,58,82,24,70.0,0.4666666666666667,60.0,94.0,34.0,77.0,0.5133333333333333,0.6111111111111112,medium,middle
6002,XjkiAOp0BMY_360.0_510.0,150,90,150,60,120.0,0.8,0.0,150.0,150.0,75.0,0.5,0.4,long,late
6234,XjkiAOp0BMY_60.0_210.0,150,0,6,6,3.0,0.02,0.0,100.0,100.0,50.0,0.3333333333333333,0.56,short,early
8609,XjkiAOp0BMY_660.0_810.0,144,0,18,18,9.0,0.0625,0.0,24.0,24.0,12.0,0.08333333333333333,0.75,medium,early
8632,XjkiAOp0BMY_510.0_660.0,150,0,92,92,46.0,0.30666666666666664,66.0,90.0,24.0,78.0,0.52,0.2608695652173913,long,early
9558,Ud_RsVt_9Rs_60.0_210.0,150,48,94,46,71.0,0.47333333333333333,102.0,150.0,48.0,126.0,0.84,0.9230769230769231,long,middle
10075,Ud_RsVt_9Rs_360.0_510.0,150,0,32,32,16.0,0.10666666666666667,130.0,150.0,20.0,140.0,0.9333333333333333,0.9,long,early
10306,Ud_RsVt_9Rs_210.0_360.0,150,0,52,52,26.0,0.17333333333333334,18.0,146.0,128.0,82.0,0.5466666666666666,0.421875,long,early
2834,71Fa81Wr-dE_60.0_210.0,150,0,14,14,7.0,0.04666666666666667,2.0,32.0,30.0,17.0,0.11333333333333333,0.4666666666666667,medium,early
3888,71Fa81Wr-dE_210.0_360.0,150,26,60,34,43.0,0.2866666666666667,24.0,72.0,48.0,48.0,0.32,0.7083333333333334,long,early
5317,71Fa81Wr-dE_360.0_510.0,150,34,50,16,42.0,0.28,28.0,46.0,18.0,37.0,0.24666666666666667,0.5454545454545454,medium,early
6995,71Fa81Wr-dE_660.0_810.0,150,84,98,14,91.0,0.6066666666666667,98.0,118.0,20.0,108.0,0.72,0.0,medium,middle
8764,71Fa81Wr-dE_510.0_660.0,150,0,26,26,13.0,0.08666666666666667,0.0,26.0,26.0,13.0,0.08666666666666667,1.0,medium,early
738,2D67JzF1Vpk_360.0_510.0,150,50,82,32,66.0,0.44,48.0,82.0,34.0,65.0,0.43333333333333335,0.9411764705882353,long,middle
4181,2D67JzF1Vpk_60.0_210.0,150,0,10,10,5.0,0.03333333333333333,112.0,134.0,22.0,123.0,0.82,0.0,medium,early
5415,2D67JzF1Vpk_210.0_360.0,150,0,20,20,10.0,0.06666666666666667,0.0,36.0,36.0,18.0,0.12,0.5555555555555556,medium,early
9185,NXFCUXWkUvE_210.0_360.0,150,0,150,150,75.0,0.5,0.0,16.0,16.0,8.0,0.05333333333333334,0.10666666666666667,long,middle
2160,2X46BBkcCeY_360.0_510.0,150,28,56,28,42.0,0.28,30.0,58.0,28.0,44.0,0.29333333333333333,0.8666666666666667,medium,early
4474,2X46BBkcCeY_60.0_210.0,150,124,150,26,137.0,0.9133333333333333,0.0,34.0,34.0,17.0,0.11333333333333333,0.0,medium,late
8239,2X46BBkcCeY_210.0_360.0,150,70,86,16,78.0,0.52,68.0,84.0,16.0,76.0,0.5066666666666667,0.7777777777777778,medium,middle
1632,LhzuoCF1ieo_60.0_210.0,150,14,16,2,15.0,0.1,100.0,118.0,18.0,109.0,0.7266666666666667,0.2222222222222222,short,early
3770,LhzuoCF1ieo_360.0_510.0,150,14,16,2,15.0,0.1,122.0,134.0,12.0,128.0,0.8533333333333334,0.3333333333333333,short,early
4941,LhzuoCF1ieo_210.0_360.0,150,20,28,8,24.0,0.16,116.0,140.0,24.0,128.0,0.8533333333333334,0.0,short,early
848,ZjFzkhrqIZs_360.0_510.0,150,0,38,38,19.0,0.12666666666666668,0.0,36.0,36.0,18.0,0.12,0.9473684210526315,long,early
5388,ZjFzkhrqIZs_210.0_360.0,150,130,150,20,140.0,0.9333333333333333,132.0,150.0,18.0,141.0,0.94,0.9,medium,late
6794,ZjFzkhrqIZs_60.0_210.0,150,0,150,150,75.0,0.5,0.0,150.0,150.0,75.0,0.5,1.0,long,middle
9548,t9podLZljz0_360.0_510.0,150,4,42,38,23.0,0.15333333333333332,44.0,70.0,26.0,57.0,0.38,0.0,long,early
9646,t9podLZljz0_210.0_360.0,150,0,32,32,16.0,0.10666666666666667,0.0,148.0,148.0,74.0,0.49333333333333335,0.3918918918918919,long,early
9819,t9podLZljz0_60.0_210.0,150,28,46,18,37.0,0.24666666666666667,26.0,46.0,20.0,36.0,0.24,0.9,medium,early
2428,xQ5SY0ZDXZs_210.0_360.0,150,0,114,114,57.0,0.38,2.0,150.0,148.0,76.0,0.5066666666666667,0.7466666666666667,long,middle
2441,xQ5SY0ZDXZs_360.0_510.0,150,0,22,22,11.0,0.07333333333333333,2.0,150.0,148.0,76.0,0.5066666666666667,0.7297297297297297,medium,early
3669,xQ5SY0ZDXZs_60.0_210.0,150,16,48,32,32.0,0.21333333333333335,20.0,82.0,62.0,51.0,0.34,0.42424242424242425,long,early
7234,xQ5SY0ZDXZs_660.0_810.0,150,108,150,42,129.0,0.86,2.0,150.0,148.0,76.0,0.5066666666666667,0.28378378378378377,long,late
8396,xQ5SY0ZDXZs_510.0_660.0,150,94,142,48,118.0,0.7866666666666666,2.0,150.0,148.0,76.0,0.5066666666666667,0.32432432432432434,long,late
2232,w1UC0rFTPcM_60.0_210.0,150,6,8,2,7.0,0.04666666666666667,126.0,134.0,8.0,130.0,0.8666666666666667,0.25,short,early
4564,w1UC0rFTPcM_210.0_360.0,150,32,64,32,48.0,0.32,42.0,60.0,18.0,51.0,0.34,0.5625,long,early
6356,w1UC0rFTPcM_360.0_510.0,150,36,96,60,66.0,0.44,50.0,66.0,16.0,58.0,0.38666666666666666,0.26666666666666666,long,middle
689,L8IkH3DPsVo_360.0_510.0,150,64,74,10,69.0,0.46,22.0,48.0,26.0,35.0,0.23333333333333334,0.0,medium,middle
2136,L8IkH3DPsVo_60.0_210.0,150,64,132,68,98.0,0.6533333333333333,74.0,150.0,76.0,112.0,0.7466666666666667,0.6744186046511628,long,middle
2257,L8IkH3DPsVo_210.0_360.0,150,6,8,2,7.0,0.04666666666666667,0.0,40.0,40.0,20.0,0.13333333333333333,0.15,short,early
10137,bX9rzBk4maI_60.0_210.0,150,136,150,14,143.0,0.9533333333333334,28.0,44.0,16.0,36.0,0.24,0.0,medium,late
401,PMm8xTk8ofI_210.0_360.0,150,66,74,8,70.0,0.4666666666666667,74.0,98.0,24.0,86.0,0.5733333333333334,0.6666666666666666,short,middle
453,PMm8xTk8ofI_360.0_510.0,150,120,126,6,123.0,0.82,114.0,140.0,26.0,127.0,0.8466666666666667,0.3076923076923077,short,late
5987,PMm8xTk8ofI_60.0_210.0,150,68,82,14,75.0,0.5,70.0,82.0,12.0,76.0,0.5066666666666667,0.8571428571428571,medium,middle
6953,PMm8xTk8ofI_510.0_660.0,150,110,128,18,119.0,0.7933333333333333,2.0,28.0,26.0,15.0,0.1,0.0,medium,late
1400,2boYI6YVkCs_210.0_360.0,150,96,108,12,102.0,0.68,128.0,138.0,10.0,133.0,0.8866666666666667,0.8,medium,late
1440,2boYI6YVkCs_60.0_210.0,150,2,40,38,21.0,0.14,128.0,146.0,18.0,137.0,0.9133333333333333,0.0,long,early
9898,5BGa1HJslJA_360.0_510.0,150,130,144,14,137.0,0.9133333333333333,132.0,150.0,18.0,141.0,0.94,0.6,medium,late
10143,5BGa1HJslJA_210.0_360.0,150,28,44,16,36.0,0.24,14.0,28.0,14.0,21.0,0.14,0.0,medium,early
10160,5BGa1HJslJA_60.0_210.0,150,26,36,10,31.0,0.20666666666666667,14.0,150.0,136.0,82.0,0.5466666666666666,0.07352941176470588,medium,early
3819,uE1ciE0PCIU_210.0_360.0,150,52,80,28,66.0,0.44,54.0,94.0,40.0,74.0,0.49333333333333335,0.6190476190476191,medium,middle
5038,uE1ciE0PCIU_360.0_510.0,150,58,72,14,65.0,0.43333333333333335,88.0,112.0,24.0,100.0,0.6666666666666666,0.0,medium,middle
6212,uE1ciE0PCIU_60.0_210.0,150,0,28,28,14.0,0.09333333333333334,0.0,30.0,30.0,15.0,0.1,0.9333333333333333,medium,early
7549,uE1ciE0PCIU_510.0_660.0,150,94,116,22,105.0,0.7,52.0,78.0,26.0,65.0,0.43333333333333335,0.0,medium,late
8470,uE1ciE0PCIU_660.0_810.0,150,0,16,16,8.0,0.05333333333333334,2.0,22.0,20.0,12.0,0.08,0.6363636363636364,medium,early
1117,Hb1O2CUuSwk_360.0_510.0,150,44,60,16,52.0,0.3466666666666667,72.0,98.0,26.0,85.0,0.5666666666666667,0.6153846153846154,medium,middle
3111,Hb1O2CUuSwk_210.0_360.0,150,0,58,58,29.0,0.19333333333333333,20.0,44.0,24.0,32.0,0.21333333333333335,0.41379310344827586,long,early
7773,Hb1O2CUuSwk_60.0_210.0,150,62,84,22,73.0,0.4866666666666667,60.0,82.0,22.0,71.0,0.47333333333333333,0.8333333333333334,medium,middle
9715,iWBU-K5dbhE_360.0_510.0,150,66,150,84,108.0,0.72,36.0,62.0,26.0,49.0,0.32666666666666666,0.0,long,late
9969,iWBU-K5dbhE_210.0_360.0,150,14,24,10,19.0,0.12666666666666668,2.0,22.0,20.0,12.0,0.08,0.36363636363636365,medium,early
9982,iWBU-K5dbhE_60.0_210.0,150,66,70,4,68.0,0.4533333333333333,82.0,120.0,38.0,101.0,0.6733333333333333,0.9047619047619048,short,middle
318,xRClGm0DmzU_360.0_510.0,150,64,100,36,82.0,0.5466666666666666,62.0,110.0,48.0,86.0,0.5733333333333334,0.75,long,middle
1548,xRClGm0DmzU_210.0_360.0,150,104,124,20,114.0,0.76,104.0,122.0,18.0,113.0,0.7533333333333333,0.9,medium,late
4808,xRClGm0DmzU_60.0_210.0,150,0,150,150,75.0,0.5,0.0,148.0,148.0,74.0,0.49333333333333335,0.9866666666666667,long,middle
7483,xRClGm0DmzU_660.0_810.0,150,74,96,22,85.0,0.5666666666666667,76.0,98.0,22.0,87.0,0.58,0.8333333333333334,medium,middle
8394,xRClGm0DmzU_510.0_660.0,150,0,44,44,22.0,0.14666666666666667,2.0,52.0,50.0,27.0,0.18,0.8076923076923077,long,early
3303,VYco9EldD0Q_210.0_360.0,150,0,10,10,5.0,0.03333333333333333,128.0,150.0,22.0,139.0,0.9266666666666666,0.1746031746031746,medium,early
6412,VYco9EldD0Q_360.0_510.0,150,72,80,8,76.0,0.5066666666666667,88.0,110.0,22.0,99.0,0.66,0.8461538461538461,short,middle
8135,VYco9EldD0Q_60.0_210.0,150,34,48,14,41.0,0.2733333333333333,30.0,48.0,18.0,39.0,0.26,0.7777777777777778,medium,early
360,kMuq1MNhP00_210.0_360.0,150,102,108,6,105.0,0.7,100.0,118.0,18.0,109.0,0.7266666666666667,0.36363636363636365,short,late
4066,kMuq1MNhP00_60.0_210.0,150,4,20,16,12.0,0.08,72.0,122.0,50.0,97.0,0.6466666666666666,0.8888888888888888,medium,early
5286,kMuq1MNhP00_360.0_510.0,150,70,102,32,86.0,0.5733333333333334,72.0,104.0,32.0,88.0,0.5866666666666667,0.8823529411764706,long,middle
1135,X326z_D4OyE_360.0_510.0,150,18,40,22,29.0,0.19333333333333333,82.0,98.0,16.0,90.0,0.6,0.375,medium,early
3369,X326z_D4OyE_60.0_210.0,150,0,42,42,21.0,0.14,18.0,30.0,12.0,24.0,0.16,0.2857142857142857,long,early
6474,X326z_D4OyE_210.0_360.0,150,92,128,36,110.0,0.7333333333333333,116.0,142.0,26.0,129.0,0.86,0.24,long,late
9132,X326z_D4OyE_510.0_660.0,150,0,150,150,75.0,0.5,104.0,116.0,12.0,110.0,0.7333333333333333,0.08,long,middle
2506,-l-ZfQfRs3I_60.0_210.0,150,18,34,16,26.0,0.17333333333333334,18.0,32.0,14.0,25.0,0.16666666666666666,0.875,medium,early
545,cjgqrfJacWA_60.0_210.0,150,42,116,74,79.0,0.5266666666666666,48.0,84.0,36.0,66.0,0.44,0.4864864864864865,long,middle
2942,cjgqrfJacWA_360.0_510.0,150,0,136,136,68.0,0.4533333333333333,34.0,76.0,42.0,55.0,0.36666666666666664,0.3088235294117647,long,middle
3980,cjgqrfJacWA_210.0_360.0,150,36,74,38,55.0,0.36666666666666664,38.0,86.0,48.0,62.0,0.41333333333333333,0.72,long,middle
8424,cjgqrfJacWA_510.0_660.0,150,16,56,40,36.0,0.24,18.0,34.0,16.0,26.0,0.17333333333333334,0.4,long,early
8807,cjgqrfJacWA_660.0_810.0,150,78,92,14,85.0,0.5666666666666667,78.0,150.0,72.0,114.0,0.76,0.3611111111111111,medium,middle
4648,nkmFFjRrqHM_60.0_210.0,150,8,12,4,10.0,0.06666666666666667,64.0,76.0,12.0,70.0,0.4666666666666667,0.7142857142857143,short,early
2046,3PTyasnWk68_60.0_210.0,150,4,8,4,6.0,0.04,50.0,60.0,10.0,55.0,0.36666666666666664,0.4,short,early
3021,3PTyasnWk68_210.0_360.0,150,106,134,28,120.0,0.8,110.0,134.0,24.0,122.0,0.8133333333333334,0.8571428571428571,medium,late
9670,63qdAAxHSwU_360.0_510.0,150,42,60,18,51.0,0.34,10.0,26.0,16.0,18.0,0.12,0.0,medium,middle
9728,63qdAAxHSwU_60.0_210.0,150,112,128,16,120.0,0.8,112.0,126.0,14.0,119.0,0.7933333333333333,0.875,medium,late
9842,63qdAAxHSwU_210.0_360.0,150,2,4,2,3.0,0.02,4.0,22.0,18.0,13.0,0.08666666666666667,0.7,short,early
3696,EriqfBlZe5Y_60.0_210.0,150,114,150,36,132.0,0.88,110.0,128.0,18.0,119.0,0.7933333333333333,0.35,long,late
4801,EriqfBlZe5Y_360.0_510.0,150,2,34,32,18.0,0.12,70.0,150.0,80.0,110.0,0.7333333333333333,0.0,long,early
4806,EriqfBlZe5Y_210.0_360.0,150,104,142,38,123.0,0.82,60.0,80.0,20.0,70.0,0.4666666666666667,0.0,long,late
5450,EriqfBlZe5Y_60.0_210.0,150,32,48,16,40.0,0.26666666666666666,16.0,48.0,32.0,32.0,0.21333333333333335,0.5,medium,early
6380,EriqfBlZe5Y_360.0_510.0,150,0,150,150,75.0,0.5,6.0,150.0,144.0,78.0,0.52,0.96,long,middle
6392,EriqfBlZe5Y_210.0_360.0,150,88,102,14,95.0,0.6333333333333333,138.0,150.0,12.0,144.0,0.96,0.5,medium,middle
7307,EriqfBlZe5Y_510.0_660.0,150,0,52,52,26.0,0.17333333333333334,0.0,150.0,150.0,75.0,0.5,0.3466666666666667,long,early
8289,EriqfBlZe5Y_660.0_810.0,150,132,150,18,141.0,0.94,0.0,150.0,150.0,75.0,0.5,0.12,medium,late
491,abRmll8VM9k_360.0_510.0,150,0,8,8,4.0,0.02666666666666667,0.0,46.0,46.0,23.0,0.15333333333333332,0.17391304347826086,short,early
2419,abRmll8VM9k_60.0_210.0,150,14,128,114,71.0,0.47333333333333333,14.0,78.0,64.0,46.0,0.30666666666666664,0.5614035087719298,long,middle
5194,abRmll8VM9k_210.0_360.0,150,0,14,14,7.0,0.04666666666666667,0.0,14.0,14.0,7.0,0.04666666666666667,1.0,medium,early
6948,abRmll8VM9k_660.0_810.0,150,114,132,18,123.0,0.82,74.0,92.0,18.0,83.0,0.5533333333333333,0.0,medium,late
7515,abRmll8VM9k_510.0_660.0,150,38,42,4,40.0,0.26666666666666666,2.0,150.0,148.0,76.0,0.5066666666666667,0.581081081081081,short,early
366,UvgDldse9KU_210.0_360.0,150,34,70,36,52.0,0.3466666666666667,36.0,70.0,34.0,53.0,0.35333333333333333,0.9444444444444444,long,middle
2894,UvgDldse9KU_60.0_210.0,150,0,30,30,15.0,0.1,4.0,28.0,24.0,16.0,0.10666666666666667,0.8,long,early
4777,UvgDldse9KU_360.0_510.0,150,62,102,40,82.0,0.5466666666666666,66.0,102.0,36.0,84.0,0.56,0.9,long,middle
7244,UvgDldse9KU_660.0_810.0,150,104,126,22,115.0,0.7666666666666667,102.0,122.0,20.0,112.0,0.7466666666666667,0.75,medium,late
8949,UvgDldse9KU_510.0_660.0,150,14,22,8,18.0,0.12,16.0,60.0,44.0,38.0,0.25333333333333335,0.22727272727272727,short,early
4687,etgPBaSUDpc_210.0_360.0,150,8,34,26,21.0,0.14,0.0,36.0,36.0,18.0,0.12,0.7222222222222222,medium,early
7925,etgPBaSUDpc_60.0_210.0,150,0,22,22,11.0,0.07333333333333333,0.0,22.0,22.0,11.0,0.07333333333333333,1.0,medium,early
687,xVeIxhIUT8I_60.0_210.0,150,56,70,14,63.0,0.42,10.0,26.0,16.0,18.0,0.12,0.0,medium,middle
2158,xVeIxhIUT8I_210.0_360.0,150,88,148,60,118.0,0.7866666666666666,90.0,150.0,60.0,120.0,0.8,0.9354838709677419,long,late
6741,xVeIxhIUT8I_360.0_510.0,150,0,150,150,75.0,0.5,0.0,148.0,148.0,74.0,0.49333333333333335,0.9866666666666667,long,middle
5475,YhntzRB6TwM_210.0_360.0,150,110,126,16,118.0,0.7866666666666666,108.0,132.0,24.0,120.0,0.8,0.6666666666666666,medium,late
5606,YhntzRB6TwM_60.0_210.0,150,4,46,42,25.0,0.16666666666666666,8.0,44.0,36.0,26.0,0.17333333333333334,0.8571428571428571,long,early
5633,YhntzRB6TwM_360.0_510.0,150,106,122,16,114.0,0.76,104.0,126.0,22.0,115.0,0.7666666666666667,0.7272727272727273,medium,late
9212,autOFSurWi4_210.0_360.0,150,110,150,40,130.0,0.8666666666666667,2.0,150.0,148.0,76.0,0.5066666666666667,0.2702702702702703,long,late
1675,A0JmK8Dwv3Q_60.0_210.0,150,38,72,34,55.0,0.36666666666666664,30.0,80.0,50.0,55.0,0.36666666666666664,0.68,long,middle
4041,A0JmK8Dwv3Q_360.0_510.0,150,38,74,36,56.0,0.37333333333333335,40.0,86.0,46.0,63.0,0.42,0.7083333333333334,long,middle
4094,A0JmK8Dwv3Q_210.0_360.0,150,78,82,4,80.0,0.5333333333333333,126.0,138.0,12.0,132.0,0.88,0.6666666666666666,short,middle
6903,A0JmK8Dwv3Q_660.0_810.0,150,96,150,54,123.0,0.82,106.0,150.0,44.0,128.0,0.8533333333333334,0.8148148148148148,long,late
6966,A0JmK8Dwv3Q_510.0_660.0,150,0,38,38,19.0,0.12666666666666668,0.0,36.0,36.0,18.0,0.12,0.9473684210526315,long,early
3264,Ifgq2XU0G_s_360.0_510.0,150,38,48,10,43.0,0.2866666666666667,42.0,54.0,12.0,48.0,0.32,0.375,medium,early
4505,Ifgq2XU0G_s_210.0_360.0,150,36,50,14,43.0,0.2866666666666667,24.0,48.0,24.0,36.0,0.24,0.46153846153846156,medium,early
7685,Ifgq2XU0G_s_60.0_210.0,150,62,78,16,70.0,0.4666666666666667,58.0,104.0,46.0,81.0,0.54,0.34782608695652173,medium,middle
9633,z96UT5W0sfM_360.0_510.0,150,66,132,66,99.0,0.66,34.0,56.0,22.0,45.0,0.3,0.0,long,middle
9934,z96UT5W0sfM_60.0_210.0,150,86,100,14,93.0,0.62,88.0,100.0,12.0,94.0,0.6266666666666667,0.8571428571428571,medium,middle
10261,z96UT5W0sfM_210.0_360.0,150,66,86,20,76.0,0.5066666666666667,2.0,12.0,10.0,7.0,0.04666666666666667,0.0,medium,middle
4705,CPdeKuaTMoU_360.0_510.0,150,76,126,50,101.0,0.6733333333333333,76.0,108.0,32.0,92.0,0.6133333333333333,0.64,long,late
4776,CPdeKuaTMoU_210.0_360.0,150,20,44,24,32.0,0.21333333333333335,22.0,46.0,24.0,34.0,0.22666666666666666,0.8461538461538461,medium,early
5833,CPdeKuaTMoU_60.0_210.0,150,82,96,14,89.0,0.5933333333333334,82.0,98.0,16.0,90.0,0.6,0.875,medium,middle
3374,OtMUZzca89Q_60.0_210.0,150,58,104,46,81.0,0.54,58.0,110.0,52.0,84.0,0.56,0.8846153846153846,long,middle
4540,OtMUZzca89Q_360.0_510.0,150,0,48,48,24.0,0.16,0.0,46.0,46.0,23.0,0.15333333333333332,0.9583333333333334,long,early
5781,OtMUZzca89Q_210.0_360.0,150,32,34,2,33.0,0.22,130.0,150.0,20.0,140.0,0.9333333333333333,0.8,short,early
617,ioWAoEVYaP0_60.0_210.0,150,24,46,22,35.0,0.23333333333333334,20.0,44.0,24.0,32.0,0.21333333333333335,0.7692307692307693,medium,early
932,ioWAoEVYaP0_210.0_360.0,150,90,106,16,98.0,0.6533333333333333,92.0,106.0,14.0,99.0,0.66,0.875,medium,middle
7945,ioWAoEVYaP0_360.0_510.0,150,62,70,8,66.0,0.44,60.0,78.0,18.0,69.0,0.46,0.4444444444444444,short,middle
510,L_RuElxOqKI_210.0_360.0,150,8,26,18,17.0,0.11333333333333333,6.0,24.0,18.0,15.0,0.1,0.8,medium,early
1692,L_RuElxOqKI_360.0_510.0,150,0,22,22,11.0,0.07333333333333333,0.0,16.0,16.0,8.0,0.05333333333333334,0.7272727272727273,medium,early
4156,L_RuElxOqKI_60.0_210.0,150,94,116,22,105.0,0.7,102.0,114.0,12.0,108.0,0.72,0.5454545454545454,medium,late
1377,8s9fLWEi4So_60.0_210.0,150,0,30,30,15.0,0.1,0.0,30.0,30.0,15.0,0.1,1.0,long,early
4969,8s9fLWEi4So_210.0_360.0,150,94,124,30,109.0,0.7266666666666667,98.0,144.0,46.0,121.0,0.8066666666666666,0.52,long,late
5335,8s9fLWEi4So_360.0_510.0,150,60,76,16,68.0,0.4533333333333333,58.0,78.0,20.0,68.0,0.4533333333333333,0.8,medium,middle
2768,seGgZtmWh9E_60.0_210.0,150,0,80,80,40.0,0.26666666666666666,0.0,150.0,150.0,75.0,0.5,0.5333333333333333,long,early
3664,seGgZtmWh9E_360.0_510.0,150,8,30,22,19.0,0.12666666666666668,108.0,126.0,18.0,117.0,0.78,0.0,medium,early
3828,seGgZtmWh9E_210.0_360.0,150,0,38,38,19.0,0.12666666666666668,0.0,34.0,34.0,17.0,0.11333333333333333,0.8947368421052632,long,early
2777,EjV6yAxwyyI_60.0_210.0,150,2,38,36,20.0,0.13333333333333333,6.0,36.0,30.0,21.0,0.14,0.8333333333333334,long,early
3698,EjV6yAxwyyI_360.0_510.0,150,120,148,28,134.0,0.8933333333333333,36.0,66.0,30.0,51.0,0.34,0.0,medium,late
3809,EjV6yAxwyyI_210.0_360.0,150,0,126,126,63.0,0.42,0.0,150.0,150.0,75.0,0.5,0.84,long,middle
6970,EjV6yAxwyyI_660.0_810.0,150,0,20,20,10.0,0.06666666666666667,16.0,32.0,16.0,24.0,0.16,0.125,medium,early
8818,EjV6yAxwyyI_510.0_660.0,150,40,64,24,52.0,0.3466666666666667,42.0,72.0,30.0,57.0,0.38,0.6875,medium,middle
9825,zTf-3BOLi8w_360.0_510.0,150,104,118,14,111.0,0.74,32.0,52.0,20.0,42.0,0.28,0.0,medium,late
10150,zTf-3BOLi8w_210.0_360.0,150,70,86,16,78.0,0.52,116.0,132.0,16.0,124.0,0.8266666666666667,0.0,medium,middle
10302,zTf-3BOLi8w_60.0_210.0,150,132,148,16,140.0,0.9333333333333333,122.0,148.0,26.0,135.0,0.9,0.6153846153846154,medium,late
589,zKs0TO6ZTBI_60.0_210.0,150,52,68,16,60.0,0.4,50.0,70.0,20.0,60.0,0.4,0.8,medium,middle
2795,zKs0TO6ZTBI_360.0_510.0,150,0,34,34,17.0,0.11333333333333333,2.0,32.0,30.0,17.0,0.11333333333333333,0.8823529411764706,long,early
4920,zKs0TO6ZTBI_210.0_360.0,150,64,84,20,74.0,0.49333333333333335,60.0,84.0,24.0,72.0,0.48,0.8333333333333334,medium,middle
8574,zKs0TO6ZTBI_510.0_660.0,150,108,134,26,121.0,0.8066666666666666,88.0,110.0,22.0,99.0,0.66,0.043478260869565216,medium,late
9198,1rguOCdMIY8_210.0_360.0,150,10,32,22,21.0,0.14,44.0,60.0,16.0,52.0,0.3466666666666667,0.0,medium,early
353,m8tif6c-u8w_60.0_210.0,150,136,150,14,143.0,0.9533333333333334,132.0,148.0,16.0,140.0,0.9333333333333333,0.6666666666666666,medium,late
1790,m8tif6c-u8w_360.0_510.0,150,82,150,68,116.0,0.7733333333333333,84.0,150.0,66.0,117.0,0.78,0.9705882352941176,long,late
6113,m8tif6c-u8w_210.0_360.0,150,0,18,18,9.0,0.06,0.0,18.0,18.0,9.0,0.06,1.0,medium,early
3348,AWoPkPjhxSo_360.0_510.0,150,116,144,28,130.0,0.8666666666666667,114.0,142.0,28.0,128.0,0.8533333333333334,0.8666666666666667,medium,late
3472,AWoPkPjhxSo_210.0_360.0,150,10,12,2,11.0,0.07333333333333333,98.0,110.0,12.0,104.0,0.6933333333333334,0.42857142857142855,short,early
5936,AWoPkPjhxSo_60.0_210.0,150,50,56,6,53.0,0.35333333333333333,16.0,32.0,16.0,24.0,0.16,0.0,short,middle
3088,Ho_5YisGHyU_60.0_210.0,150,14,36,22,25.0,0.16666666666666666,46.0,74.0,28.0,60.0,0.4,0.0,medium,early
4244,Ho_5YisGHyU_210.0_360.0,150,8,36,28,22.0,0.14666666666666667,8.0,34.0,26.0,21.0,0.14,0.9285714285714286,medium,early
6587,Ho_5YisGHyU_360.0_510.0,150,22,40,18,31.0,0.20666666666666667,22.0,42.0,20.0,32.0,0.21333333333333335,0.9,medium,early
9045,Ho_5YisGHyU_660.0_810.0,150,32,56,24,44.0,0.29333333333333333,34.0,58.0,24.0,46.0,0.30666666666666664,0.8461538461538461,medium,early
2175,6SdLxtywo4s_60.0_210.0,150,64,94,30,79.0,0.5266666666666666,62.0,96.0,34.0,79.0,0.5266666666666666,0.8823529411764706,long,middle
6400,6SdLxtywo4s_210.0_360.0,150,130,150,20,140.0,0.9333333333333333,0.0,24.0,24.0,12.0,0.08,0.0,medium,late
8121,6SdLxtywo4s_360.0_510.0,150,12,30,18,21.0,0.14,16.0,36.0,20.0,26.0,0.17333333333333334,0.5833333333333334,medium,early
4326,ACMKgn5w2HY_60.0_210.0,150,110,148,38,129.0,0.86,102.0,150.0,48.0,126.0,0.84,0.7916666666666666,long,late
6625,ACMKgn5w2HY_210.0_360.0,150,32,34,2,33.0,0.22,34.0,58.0,24.0,46.0,0.30666666666666664,0.9166666666666666,short,early
7697,ACMKgn5w2HY_360.0_510.0,150,6,20,14,13.0,0.08666666666666667,8.0,20.0,12.0,14.0,0.09333333333333334,0.8571428571428571,medium,early
2780,DLSkojSiAPs_360.0_510.0,150,34,72,38,53.0,0.35333333333333333,34.0,100.0,66.0,67.0,0.44666666666666666,0.5757575757575758,long,middle
